id,brand,car_model,type,desc,problem,datetime,status
572502,一汽-大众,探岳,2020款 330TSI 两驱 豪华智联版,一汽大众探岳冬季颗粒过滤器堵塞导致油耗高,"A114,",2021-02-18,处理反馈
572499,江淮汽车,瑞风S2,2015款 1.5L CVT 豪华智能型,江淮瑞风S2变速箱起步冲击打滑无法行驶,"B19,B27,",2021-02-18,用户评分
572497,广汽本田,飞度,2014款 1.5L 手动 LX舒适型,广汽本田飞度冷车时发动机异响启动困难,"A9,A44,",2021-02-18,处理反馈
572496,一汽-大众奥迪,奥迪Q5L,2018款 40 TFSI 荣享时尚型 国V,一汽大众奥迪Q5L四驱系统故障希望厂家处理,"H86,",2021-02-18,信息审核
572493,奇瑞汽车,瑞虎8,2018款 1.5TCI 自动 豪华型 7座,奇瑞瑞虎8中控及主驾座椅异响严重,"G52,H93,H169,",2021-02-18,处理反馈
572490,广汽丰田,丰田C-HR,2020款 2.0L 精英版,广汽丰田CH-R后备箱异响4S店找不到原因,"H68,",2021-02-18,处理反馈
572489,长安福特,翼虎,2013款 1.6T  两驱舒适型,长安福特翼虎发动机漏防冻液	变速箱漏油,"A37,B22,",2021-02-18,用户评分
572488,一汽奔腾,奔腾B30,2016款 1.6L 手动 豪华型,一汽奔腾B30高速行驶时转向有卡顿的现象,"D123,",2021-02-18,处理反馈
572487,北京奔驰,奔驰GLC,2021款 GLC 260 L 4MATIC 豪华型,北京奔驰GLC天窗破裂 电瓶漏电 误导消费,"H146,H168,K308,",2021-02-18,处理反馈
572486,吉利汽车,远景X6,2016款 1.8L 手动 豪华型,吉利远景X6装饰条脱落影响车辆美观,"H179,",2021-02-18,处理反馈
572485,长安汽车,长安欧尚X70A,2018款 1.5L 手动 豪华型,长安欧尚X70A刹车盘异常磨损严重影响安全,"E47,",2021-02-18,用户评分
572484,陆风汽车,陆风X5,2014款 2.0T 自动 创领版 5座,陆风X5车辆行驶中反复失去动力车身抖动,"A24,A255,A160,",2021-02-18,信息审核
572483,英菲尼迪（进口）,英菲尼迪QX60,2020款 2.5 S/C Hybrid 两驱 卓越版,进口英菲尼迪QX60发动机无法启动,"A44,H67,",2021-02-18,信息审核
572481,上汽通用五菱,五菱宏光S3,2019款 1.5L 手动 标准型 国VI,上汽通用五菱宏光S3发动机更换承诺不兑现,"L314,",2021-02-18,处理反馈
572478,一汽-大众,迈腾,2017款 330TSI DSG 舒适型,一汽大众迈腾高速行驶时变速箱故障灯亮,"B96,",2021-02-18,处理反馈
572476,东风本田,INSPIRE,2019款 锐·混动 2.0L 净尚版 国VI,东风本田INSPIRE发动机噪音大希望解决,"A38,",2021-02-18,处理反馈
572474,吉利汽车,帝豪GL,2017款 1.8L 手动 精英型,吉利帝豪GL离合器损坏导致无法正常行驶,"C267,",2021-02-18,用户评分
572468,东风本田,本田UR-V,2020款 370TURBO 两驱 尊雅版,东风本田UR-V行驶过程中汽油箱内有异响,"H147,",2021-02-18,处理反馈
572467,一汽-大众奥迪,奥迪A4L,2016款 2.0T 自动 技术型,一汽大众奥迪A4L节温器漏防冻液,"A37,",2021-02-18,信息审核
572466,一汽-大众,宝来,2020款 1.5L 自动 舒适型,一汽大众宝来车身生锈 发动机渗油,"A12,H79,",2021-02-18,处理反馈
572465,长城汽车,哈弗大狗,2021款 1.5T DCT 拉布拉多版,哈弗大狗导航不准确影响正常行驶,"H21,",2021-02-18,厂家受理
572464,北京现代,领动,2020款 1.4T 双离合 炫动·旗舰型,北京现代领动变速箱漏油希望厂家尽快处理,"B22,",2021-02-18,处理反馈
572463,吉利汽车,帝豪GS,2018款 1.8L 自动 优雅版 领尚型,吉利帝豪GS变速箱异响4S店强制扣押行驶证,"B33,I293,",2021-02-18,用户评分
572461,陆风汽车,陆风X7,2015款 2.0T 全景尊贵版,陆风X7变速箱挡位失灵厂家不处理,"B246,I295,",2021-02-18,信息审核
572457,一汽-大众奥迪,奥迪Q2L,2018款 35TFSI 时尚动感型 国Ⅵ,一汽大众奥迪Q2L发动机气门故障,"A251,",2021-02-18,信息审核
572454,长安汽车,欧力威,2013款 1.4 手动 劲享型,长安欧力威发动机舱生锈 车门生锈,"H79,",2021-02-18,处理反馈
572451,北京现代,领动,2018款 1.6L 自动 15周年特别版,北京现代领动ABS与ESP故障报警,"E74,H170,H197,",2021-02-18,用户评分
572448,东风日产,轩逸,2020款 改款 1.6L XL CVT 悦享版,日产轩逸发动机故障转向故障刹车异响,"A9,D265,E43,",2021-02-18,处理反馈
572445,广汽本田,锋范经典,2012款 1.5L 手动 舒适版,广汽本田锋范经典车身底盘生锈严重,"H79,",2021-02-18,处理反馈
572444,广汽本田,皓影,2020款 240TURBO CVT 两驱 精英版,广汽本田皓影新车变速箱壳体沙眼漏油,"B22,",2021-02-18,用户评分
572440,东风日产,楼兰,2019款 2.5L XE 两驱 精英版 国VI,东风日产楼兰车身共振希望厂家解决,"H268,",2021-02-18,处理反馈
572439,北京现代,途胜,2019款 280TGDi 双离合 两驱 时尚版 国VI,北京现代途胜新车全车车漆生锈要求解决,"H79,",2021-02-18,处理反馈
572438,一汽丰田,卡罗拉,2019款 1.2T S-CVT GL先锋版,一汽丰田卡罗拉低速变速箱顿挫严重,"B19,",2021-02-18,信息审核
572437,东风悦达起亚,起亚KX5,2016款 1.6T 自动 两驱Premium,东风悦达起亚KX5发动机缸盖渗油,"A12,",2021-02-18,用户评分
572435,一汽-大众,迈腾,2020款 330TSI DSG 领先型,一汽大众迈腾变速箱顿挫发动机程序被修改,"B19,O305,",2021-02-18,处理反馈
572433,长安汽车,长安欧尚X7,2020款 1.5T 自动 尊贵型,长安欧尚X7购车终身免费保养不兑现,"L313,",2021-02-18,处理反馈
572431,长安凯程,长安凯程F70,2020款 2.5T 两驱 标准版 标轴JE4D25Q6A 国VI 柴油,长安凯程F70涡轮故障4S店换错变速箱油,"A12,A189,J299,",2021-02-18,信息审核
572430,一汽-大众,速腾,2019款 280TSI DSG 舒适型 国VI,一汽大众速腾大灯发白内部有雾气,"H82,H88,",2021-02-18,处理反馈
572427,北京奔驰,奔驰GLC,2020款 GLC 260 L 4MATIC 动感型,北京奔驰奔驰GLC Carpaly无法全屏,"H134,",2021-02-18,处理反馈
572426,野马汽车,野马T80,2017款 1.5T 手动 炫酷版,野马T80发动机故障灯亮电子手刹无法解除,"A34,E159,",2021-02-18,信息审核
572425,东风日产,天籁,2013款 2.0L XL 舒适版,东风日产天籁发动机烧机油车内异位,"A63,H185,",2021-02-18,处理反馈
572424,一汽-大众,宝来,2019款 1.5L 自动 舒适型,一汽大众宝来向右转弯时左前轮出现异响,"G125,",2021-02-18,用户评分
572423,吉利汽车,帝豪GS,2020款 1.4T CVT 雅,吉利帝豪GS销售告知车机功能与实车不符,"M279,",2021-02-18,处理反馈
572422,长安福特,福睿斯,2017款 1.5L 自动 时尚型 幸福版,长安福特福睿斯发动机无法启动故障灯亮,"A34,A44,",2021-02-18,用户评分
572421,一汽丰田,RAV4荣放,2016款 2.0L CVT 两驱 风尚版 国V,一汽丰田RAV4荣放半轴防尘套漏油严重,"G51,",2021-02-18,信息审核
572418,一汽-大众奥迪,奥迪Q5,2017款 2.0T 40 TFSI 技术型,一汽大众奥迪Q5发动机高温防冻液渗漏,"A37,A191,",2021-02-18,信息审核
572417,东风本田,INSPIRE,2019款 260TURBO 精悦版 国VI,东风本田INSPIRE低速行驶顿挫严重,"B19,",2021-02-18,处理反馈
572413,上汽大众,途观L新能源,2019款 430PHEV 混动豪华版,上汽大众途观L新能源定速巡航报警希望处理,"H253,",2021-02-18,处理反馈
572412,一汽-大众,T-ROC探歌,2019款 280TSI DSG 两驱 舒适型 国VI,一汽大众探歌韩泰轮胎不同程度老化开裂,"F100,",2021-02-18,处理反馈
572410,北京奔驰,奔驰GLK,2015款 300 4MATIC 豪华型 极致版 5座,北京奔驰GLK挂挡驻车抖动希望处理,"H268,",2021-02-18,用户评分
572408,广汽丰田,汉兰达,2015款 2.0T 四驱 豪华版 7座,广汽丰田汉兰达经销商保养后发动机拉缸,"A9,A329,",2021-02-18,处理反馈
572407,上汽大众斯柯达,速派,2018款 TSI280 DSG 舒适版 国V,斯柯达速派停放无故自燃要求尽快处理,"H40,",2021-02-18,处理反馈
572405,北京现代,领动,2016款 1.6L 自动 智炫·精英型,北京现代领动发动机异响出现漏油,"A9,A12,",2021-02-18,处理反馈
572403,一汽奔腾,奔腾T77,2019款 230 TID 自动 豪华型 国V,一汽奔腾T77变速箱渗油换挡异响顿挫失速,"B33,B19,B22,B334,",2021-02-18,处理反馈
572398,奇瑞新能源,奇瑞eQ,2015款 舒适型,奇瑞eQ厂家私自更改三电部件质保期,"L314,",2021-02-18,厂家受理
572395,广汽丰田,雷凌,2021款 185T CVT 运动版,广汽丰田雷凌发动机舱进泥存在设计缺陷,"Q322,",2021-02-18,处理反馈
572394,东风日产,启辰星,2020款 260T 自动 48V轻混增压 星享版,启辰星软件匹配问题多处故障报警,"H110,",2021-02-18,信息审核
572393,北京现代,朗动,2016款 1.6L 手动 尊贵型,北京现代朗动中控显示屏突然黑屏,"H134,",2021-02-18,处理反馈
572389,东风本田,本田CR-V,2019款 锐·混动 2.0L 两驱 净速版 国VI,东风本田CR-V机油增多乳化厂家处理态度消极,"A339,A13,I295,",2021-02-18,处理反馈
572388,长安福特,蒙迪欧,2020款 EcoBoost 180 时尚型,长安福特蒙迪欧行驶中发动机和油箱有异响,"A9,H147,J300,",2021-02-18,处理反馈
572384,上汽集团,荣威360,2015款 1.5L   自动 豪华版,上汽荣威360行驶过程中前悬架存在异响,"G204,",2021-02-18,处理反馈
572382,吉利汽车,缤越,2019款 运动款 260T DCT Battle 国VI 运动款,吉利缤越主驾驶车窗漏风维修后没有解决,"H144,",2021-02-18,用户评分
572381,东风日产,天籁,2019款 2.0L XL 舒适版,东风日产天籁前悬挂异响 倒车影像蓝屏,"G204,H134,H147,H253,",2021-02-18,处理反馈
572375,奇瑞汽车,艾瑞泽5,2016款 1.5L 手动 领潮版,奇瑞艾瑞泽5后备箱和车身漏水希望厂家解决,"H109,",2021-02-18,处理反馈
572374,上汽大通,上汽大通MAXUS V80,2017款 2.5T AMT 尊杰 行政 长轴 中顶 6座 国V,上汽大通MAXUS V80发动机防盗启动 无法启动,"H23,",2021-02-18,处理反馈
572372,东风标致,标致2008,2014款 1.6L 手动 时尚版,东风标致2008质保期内发动机烧机油不解决,"A63,",2021-02-18,信息审核
572371,一汽-大众奥迪,奥迪A4L,2016款 quattro 2.0T 双离合 个性运动型,一汽大众奥迪A4L节温器处有漏防冻液的现象,"A37,",2021-02-18,信息审核
